headline,description,date
‘Is­rael’s army tanks are here. We are fac­ing im­mi­nent death in Gaza City’,"In his last re­port be­fore con­tact was lost on Mon­day, an Al Jazeera writer de­scribes the ter­ror on the ground.",21-11-2023
A Let­ter: The at­mos­phere of fear at Cor­nell Uni­ver­si­ty must end,"Af­ter at­tacks on a fac­ul­ty mem­ber over com­ments about Gaza, teach­ers and stu­dents call on Cor­nell to take ac­tion.",21-11-2023
Hos­pi­tals in north­ern Gaza com­plete­ly out of ser­vice: Health of­fi­cial,Gaza of­fi­cial says oc­cu­pan­cy rate in hos­pi­tals in the re­gion has reached 190 per­cent as they over­flow with wound­ed.,21-11-2023
Have the US and Is­rael agreed on Gaza’s fu­ture?,"Dis­agree­ments per­sist, but an­a­lysts say the US has shown no readi­ness to draw any red lines for Is­rael.",21-11-2023
Is­raeli strike kills three jour­nal­ists near Lebanon bor­der,Al Mayadeen TV said an Is­raeli at­tack ‘de­lib­er­ate­ly’ tar­get­ed its cor­re­spon­dent Farah Omar and cam­era­man Ra­bih Me’mari.,21-11-2023
"Is­rael-Hamas war: List of key events, day 46",From a po­ten­tial truce to con­tin­u­ing at­tacks on Gaza’s In­done­sian Hos­pi­tal – here are the ma­jor up­dates.,21-11-2023
"Hamas, Is­rael lead­ers sug­gest deal is ‘close’ on cap­tives, Gaza truce",Qatar-me­di­at­ed deal could see Hamas ex­change cap­tives for Pales­tin­ian pris­on­ers; Biden says ‘we’re now very close’.,21-11-2023
Analy­sis: How Is­rael could gain from a pause in the Gaza war,"A break in hos­til­i­ties could ben­e­fit Is­rael mil­i­tar­i­ly, even though it could hurt Prime Min­is­ter Ne­tanyahu po­lit­i­cal­ly.",21-11-2023
Video of Yemen’s Houthi rebels seiz­ing Is­rael-linked Red Sea car­go ship,Yemen’s Houthi rebels have re­leased video of the mo­ment the group seized an Is­rael-linked car­go ship.,21-11-2023
"Pho­tos: Run­ning out of fuel, peo­ple in Gaza seek out tra­di­tion­al clay ovens","Look­ing for ways to bake bread or cook what lit­tle food that they have, the peo­ple of Gaza re­turn to tra­di­tion.",21-11-2023
Keep­ing Gaza on­line: Tele­com he­roes risk life and limb un­der Is­rael’s bombs,Mak­ing a main­te­nance trip in Gaza now lit­er­al­ly means tak­ing your life into your own hands. Why do they do it?,21-11-2023
"Why Sin­ga­pore is ‘friend of all, en­e­my of none’ in Is­rael-Gaza war",The tight­ly-con­trolled city-state has turned down protest re­quests and urged peo­ple not to dis­play po­lit­i­cal sym­bols.,21-11-2023
Is­rael-Hamas war up­dates: Is­raeli gov’t meets to vote on Gaza truce deal,Me­di­a­tor Qatar says ne­go­ti­a­tions to free cap­tives in Gaza as part of tem­po­rary truce deal are at their ‘clos­est point’.,21-11-2023
‘A geno­ci­dal war’: Sur­geon says Is­rael strate­gi­cal­ly de­stroy­ing Gaza health,Sur­geoon tells Al Jazeera he be­lieves the de­struc­tion of the health sec­tor is part of an Is­raeli mil­i­tary strat­e­gy.,20-11-2023
What’s the im­pact of the Houthis hi­jack­ing a ship in the Red Sea?,The Iran-backed Houthis say the move was a re­sponse to Is­rael’s as­sault on Gaza.,20-11-2023
Pho­tos: Pre­ma­ture ba­bies evac­u­at­ed from Gaza to Egypt amid Is­raeli at­tacks,"All the ba­bies are ‘fight­ing se­ri­ous in­fec­tions and con­tin­ue need­ing health­care’, a WHO spokesper­son says.",20-11-2023
Group of 28 pre­ma­ture Gaza ba­bies evac­u­at­ed to Egypt amid Is­raeli at­tacks,Group of 28 in­fants evac­u­at­ed from the be­sieged al-Shi­fa hos­pi­tal in Gaza City ar­rive in Egypt.,20-11-2023
Analy­sis: Can the US and Is­rael stop the Houthis from seiz­ing more ships?,"Short of risk­ing an es­ca­la­tion, there’s only one rea­son­able way the US can ac­com­plish this — by tak­ing Iran’s help.",20-11-2023
What Is­rael’s video of ‘Hamas tun­nel’ un­der al-Shi­fa tells us,The struc­ture of the tun­nel rais­es ques­tions about whether it is in­deed a Hamas-built path­way.,20-11-2023
Is­rael tar­gets Gaza’s In­done­sian Hos­pi­tal: Here is what’s to know,There are about 700 peo­ple in­clud­ing med­ical staff and in­jured peo­ple in­side Gaza’s In­done­sian Hos­pi­tal.,20-11-2023
Get­ting away with a call to geno­cide in Gaza,There has been a shock­ing lack of re­ac­tion to Flori­da law­mak­er Michelle Salz­man’s ‘all of them’ re­mark.,20-11-2023
Fam­i­lies of Gaza cap­tives re­ject talk of death penal­ty for Hamas de­tainees,Cap­i­tal pun­ish­ment bill ad­vanced by the par­ty of Is­raeli Na­tion­al Se­cu­ri­ty Min­is­ter Ita­mar Ben-Gvir.,20-11-2023
"In Brazil’s fave­las, ac­tivists find com­mon ground with Pales­tini­ans in Gaza",Res­i­dents of Brazil’s poor­est neigh­bour­hoods say they see their strug­gles re­flect­ed in Is­rael’s treat­ment of Gaza.,20-11-2023
Pales­tin­ian woman des­per­ate for news of fam­i­ly in Gaza,"Pales­tin­ian liv­ing in Qatar, Deena Al-Ala­mi re­counts her last phone call to her sis­ters as they fled north Gaza.",20-11-2023
"Is­rael, Gaza, and the mass pro­duc­tion of myths for mass me­dia",Why do sup­port­ers of Is­rael all re­peat the same emp­ty sound­bites and tired ar­gu­ments when talk­ing about Pales­tine?,20-11-2023
Pales­tin­ian and Is­raeli Fears,“All that I know is that some­thing big has changed.”,20-11-2023
"The Take: Piles of corpses, dy­ing ba­bies – al-Shi­fa Hos­pi­tal’s cat­a­stro­phe","Pales­tin­ian of­fi­cials say Is­rael or­dered evac­u­a­tion of al-Shi­fa, which housed thou­sands, in­clud­ing crit­i­cal pa­tients.",20-11-2023
‘No end in sight’: Gaza’s trau­ma­tised chil­dren need psy­cho­log­i­cal aid,"Doc­tors at Al-Aqsa hos­pi­tal say chil­dren show­ing signs of trau­ma and dis­tress af­ter see­ing par­ents, rel­a­tives killed.",20-11-2023
Russ­ian diplo­ma­cy lever­ages Gaza con­flict for moral high ground,"The lat­est Mid­dle East war could help Rus­sia es­cape pun­ish­ment for ag­gres­sion and war crimes in Ukraine, say ex­perts.",20-11-2023
"Why does Is­rael tar­get Pales­tin­ian hos­pi­tals? Psy­ops, say an­a­lysts","Tar­get­ing hos­pi­tals is psy­cho­log­i­cal war­fare Is­rael can get away with with the US’s tac­it ap­proval, say an­a­lysts.",20-11-2023
Is­raeli tanks be­siege Gaza’s In­done­sian Hos­pi­tal,"The sit­u­a­tion in north­ern Gaza’s sole re­main­ing med­ical fa­cil­i­ty is ‘cat­a­stroph­ic’, the Health Min­istry says.",20-11-2023
Japan seek­ing talks with Houthi hi­jack­ers of Red Sea Is­raeli-linked ship,"Japan has ap­proached Yemeni rebels in a bid to se­cure the re­lease of the Galaxy Leader, hi­jacked in Red Sea.",20-11-2023
UK Labour’s fail­ure to call for a Gaza cease­fire is not sur­pris­ing,Par­ty’s stance on Pales­tine has al­ways been and still is moral­ly cor­rupt.,20-11-2023
Bet­ter than a tent: The Gaza fam­i­ly liv­ing in ru­ins of their bombed home,"The Naji fam­i­ly de­cid­ed to stay in their home, which was de­stroyed in an Is­raeli air at­tack, rather than be­ing dis­placed",20-11-2023
"What do the kef­fiyeh, wa­ter­mel­on and oth­er Pales­tin­ian sym­bols mean?",Al Jazeera vi­su­al­ly show­cas­es eight sym­bols that rep­re­sent Pales­tin­ian iden­ti­ty and re­sis­tance to Is­raeli oc­cu­pa­tion.,20-11-2023
Al Jazeera re­porter vis­its pre­ma­ture ba­bies in Gaza ward,Dozens of pre­ma­ture ba­bies have been moved out of the main hos­pi­tal in Gaza City.,20-11-2023
"World Chil­dren’s Day tragedy: Gaza’s 5,500 lives lost to Is­rael’s at­tacks",One out of every 200 chil­dren in Gaza has been killed by Is­raeli at­tacks in the past six weeks.,20-11-2023
"Is­rael’s war on Gaza: List of key events, day 45",From at­tacks on the In­done­sian Hos­pi­tal to the Houthi seizure of a car­go ship in the Red Sea – here are ma­jor up­dates.,20-11-2023
Chi­na-Mid­dle East sum­mit told ‘Is­rael seeks to end Pales­tini­ans’ pres­ence’,Pales­tin­ian For­eign Min­is­ter Riyad al-Ma­li­ki’s com­ments came at a Bei­jing meet­ing seek­ing so­lu­tions to end the war.,20-11-2023
Pales­tin­ian flag hung from Lean­ing Tow­er of Pisa,Ac­tivists hung a huge Pales­tin­ian flag from the Lean­ing Tow­er of Pisa in Italy.,20-11-2023
Macron tells Ne­tanyahu ‘too many civil­ian loss­es’ in Gaza bom­bard­ment,French pres­i­dent spoke to Is­raeli prime min­is­ter as Paris pre­pared more hu­man­i­tar­i­an aid for Gaza.,20-11-2023
Qatar PM says only ‘mi­nor’ chal­lenges to Is­rael-Hamas cap­tive deal,More than 200 peo­ple are thought to have been tak­en to Gaza af­ter Hamas’s as­sault on Is­rael on Oc­to­ber 7.,20-11-2023
Is­rael-Hamas war up­dates: US says cap­tive re­lease deal ‘clos­er than ever’,"These were the up­dates on the Is­rael-Hamas war for Mon­day, No­vem­ber 20.",20-11-2023
Is­raeli army says it found a 55-me­tre tun­nel un­der Gaza’s al-Shi­fa Hos­pi­tal,"Mil­i­tary pub­lish­es video of what it de­scribes as tun­nel, run­ning 55 me­tres in length and dug un­der the med­ical fa­cil­i­ty.",19-11-2023
Could Is­rael’s war on Gaza pro­voke re­gion­al in­sta­bil­i­ty?,"Pales­tini­ans suf­fer dai­ly hor­rors while the US stands by its ally Is­rael, along with the UK and the EU.",19-11-2023
When will Is­raeli army ex­plain in­con­sis­ten­cies in al-Shi­fa Hos­pi­tal videos?,"No ex­pla­na­tion yet as to why the oc­cu­pa­tion army re­moved video from X and re­post­ed a short­er, edit­ed ver­sion next day.",19-11-2023
‘Saw death in every colour’: Pales­tini­ans flee­ing north Gaza re­count hor­ror,Pales­tini­ans say so-called ‘safe cor­ri­dors’ Is­rael an­nounced to al­low for their evac­u­a­tion are ‘de­cep­tion cor­ri­dors’.,19-11-2023
Yemen’s Houthi rebels seize car­go ship in Red Sea,"Houthi spokesper­son says the group’s fight­ers have hi­jacked the ship, re­port­ed­ly owned by an Is­raeli busi­ness­man.",19-11-2023
Is­rael’s slaugh­ter of Pales­tin­ian chil­dren must end,Every Is­raeli bomb dropped on the dense­ly-pop­u­lat­ed Gaza Strip is a po­ten­tial war crime.,19-11-2023
Iran un­veils up­grad­ed hy­per­son­ic mis­sile as Khamenei touts Is­rael ‘fail­ure’,The Iran­ian show of force comes amid height­ened US mil­i­tary pres­ence in the re­gion af­ter Is­rael be­gan bomb­ing Gaza.,19-11-2023
Two jour­nal­ists killed by Is­raeli bomb­ing on Bu­reij refugee camp,Jour­nal­ists Sari Man­sour and Has­souneh Sal­im were hit by an Is­raeli air strike on the Bu­reij refugee camp in Gaza.,19-11-2023
Ba­bies evac­u­at­ed from al-Shi­fa Hos­pi­tal to south­ern Gaza amid Is­rael war,"Thir­ty-one pre­ma­ture ba­bies, trapped in hos­pi­tal with­out life-sus­tain­ing equip­ment, have been evac­u­at­ed by am­bu­lance.",19-11-2023
‘Boy­cott Is­rael’ breathes new life into 100-year-old Egypt­ian soda brand,Cam­paign to boy­cott West­ern pro­duc­ers linked to Is­rael has reignit­ed de­mand for soda brand found­ed by Greek bee­keep­er.,19-11-2023
"Dis­eases spread in Gaza amid wa­ter and sewage cri­sis, cholera feared","Gas­troin­testi­nal dis­eases and res­pi­ra­to­ry and skin in­fec­tions are ris­ing amid Is­rael war, UN agen­cies say.",19-11-2023
"When it comes to the Is­raeli-led ‘war on ter­ror’, fol­low the mon­ey","Is­rael is em­bark­ing on a ‘war on ter­ror’ that will ben­e­fit its mil­i­tary in­dus­try, but will have a dev­as­tat­ing im­pact.",19-11-2023
"‘Hor­ri­fy­ing’: Dozens re­port­ed killed in Is­raeli at­tacks on camps, schools","At least 31 peo­ple killed in Is­raeli at­tacks on the Bu­reij and Nu­seirat refugee camps, of­fi­cials say.",19-11-2023
‘Giv­ing up is not an op­tion’: Vol­un­teer doc­tors at Al-Aqsa Mar­tyrs Hos­pi­tal,"Vol­un­teers are ex­pe­ri­enc­ing gru­elling hours, lack of med­ical sup­plies and the col­lapse of the health­care sys­tem in Gaza.",19-11-2023
Is­rael-Hamas war up­dates: Houthi ves­sel seizure in Red Sea ups the stakes,Houthi com­man­dos re­pelled down from a he­li­copter to cap­ture the Is­rael-linked ship on a ma­jor ship­ping route.,19-11-2023
"Hamas had not planned to at­tack mu­sic fes­ti­val, Is­raeli re­port says",First po­lice in­ves­ti­ga­tion of Su­per­no­va fes­ti­val also found Is­raeli forces re­spon­si­ble for some deaths.,18-11-2023
"Biden writes two dif­fer­ent let­ters on Gaza war, re­flect­ing his US au­di­ence",Mes­sages to pro-Pales­tin­ian and pro-Is­rael Amer­i­cans aren’t con­tra­dic­to­ry but it’s an un­com­mon White House prac­tice.,18-11-2023
Pho­tos: No end to Pales­tin­ian suf­fer­ing with no end to Is­rael’s war on Gaza,Many peo­ple were killed and wound­ed in Is­raeli at­tacks on two schools in north­ern Gaza.,18-11-2023
"Fam­i­lies of Is­raeli cap­tives ar­rive in Jerusalem, ral­ly at PM’s of­fice","Fam­i­ly, friends and sup­port­ers of Hamas cap­tives marched from Tel Aviv to de­mand im­me­di­ate re­lease, gov­ern­ment ac­tion.",18-11-2023
"Thou­sands ral­ly across Iran to protest Gaza deaths, slam Is­rael and US",Protests in Tehran and oth­er cities were held in ‘sup­port of the op­pressed chil­dren of Gaza’.,18-11-2023
Pho­tos: Wound­ed Pales­tin­ian chil­dren evac­u­at­ed from Gaza to UAE,"Fif­teen Pales­tini­ans, in­clud­ing eight chil­dren, have been flown to Abu Dhabi from Gaza for treat­ment in the UAE.",18-11-2023
Is Biden’s stance on Is­rael out of sync with main­stream Amer­i­ca?,US po­lit­i­cal an­a­lyst Jon Al­ter­man of CSIS says Is­rael will have to re­think how it’s ap­proach­ing the Pales­tini­ans.,18-11-2023
What we know about evac­u­a­tion of Gaza’s al-Shi­fa hos­pi­tal,"Doc­tors, pa­tients and thou­sands of peo­ple shel­ter­ing in Gaza’s al-Shi­fa hos­pi­tal were giv­en one hour to evac­u­ate.",18-11-2023
Many killed in Is­raeli at­tacks on two schools in north­ern Gaza,"Hun­dreds of Pales­tini­ans sought shel­ter at schools, sur­vivors use shov­els and hands to ex­tri­cate peo­ple from rub­ble.",18-11-2023
‘A lot of dis­con­tent’: Ne­tanyahu alone as Is­rael turns on wartime PM,"From fam­i­lies of Hamas cap­tives to politi­cians in his own gov­ern­ment, Ne­tanyahu’s pop­u­lar­i­ty is at an all-time low.",18-11-2023
IMF could aug­ment Egypt’s loan pro­gramme over ef­fects of Gaza war,Man­ag­ing Di­rec­tor Kristali­na Georgie­va says the Is­rael-Gaza war has had an eco­nom­ic ef­fect on neigh­bour­ing coun­tries.,18-11-2023
Gaza’s food is run­ning out amid Is­rael’s ‘war of star­va­tion’,"Clo­sure of cross­ings to the Gaza Strip, dis­place­ment of thou­sands and bomb­ing of bak­eries have wors­ened the food cri­sis.",18-11-2023
Is­rael agrees to al­low ‘min­i­mal’ two trucks of fuel a day into Gaza,"De­ci­sion was made part­ly to pre­vent epi­demics that would ‘harm’ civil­ians and its troops on the ground, Is­rael says.",18-11-2023
